#,utterance_id,frame,manual_signs,non_manual_signs
1078832,8400279,129,ARTICLE,eye aperture:wide;eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,8400279,130,ARTICLE,eye aperture:wide;eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,8400279,131,ARTICLE,eye aperture:wide;eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,8400279,132,ARTICLE,eye aperture:wide;eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,8400279,133,,eye aperture:wide;eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,8400279,134,,eye aperture:wide;eye brows:raised;head pos: tilt side:slightly right
1078832,8400279,135,,eye aperture:wide;eye brows:raised;head pos: tilt side:slightly right
1078832,8400279,136,,eye aperture:wide;eye brows:raised;head pos: tilt side:slightly right
1078832,8400279,137,,eye aperture:wide;eye brows:raised;head pos: tilt side:slightly right
1078832,8400279,138,,eye aperture:wide;eye brows:raised;head pos: tilt side:slightly right
1078832,8400279,139,QUOTE/TOPIC,eye aperture:wide;eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,8400279,140,QUOTE/TOPIC,eye aperture:wide;head pos: tilt side:slightly right;topic/focus:topic
1078832,8400279,141,QUOTE/TOPIC,eye aperture:wide;head pos: tilt side:slightly right;topic/focus:topic
1078832,8400279,142,QUOTE/TOPIC,eye aperture:wide;head pos: tilt side:slightly right;topic/focus:topic
1078832,8400279,143,,head pos: tilt side:slightly right;topic/focus:topic
1078832,8400279,144,,head pos: tilt side:slightly right
1078832,8400279,145,,head pos: tilt side:slightly right
1078832,8400279,146,,head pos: tilt side:slightly right
1078832,8400279,147,,head pos: tilt side:slightly right
1078832,8400279,148,,head pos: tilt side:slightly right
1078832,8400279,149,,head pos: tilt side:slightly right
1078832,8400279,150,,eye aperture:squint;head pos: tilt side:slightly right
1078832,8400279,151,fs-SENSORY,eye aperture:squint;eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,152,fs-SENSORY,eye aperture:squint;eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,153,fs-SENSORY,eye aperture:squint;eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,154,fs-SENSORY,eye aperture:squint;eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,155,fs-SENSORY,eye aperture:squint;eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,156,fs-SENSORY,eye aperture:squint;eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,157,fs-SENSORY,eye aperture:squint;eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,158,fs-SENSORY,eye aperture:squint;eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,159,fs-SENSORY,eye aperture:squint;eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,160,fs-SENSORY,eye aperture:squint;eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,161,fs-SENSORY,eye aperture:squint;eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,162,fs-SENSORY,eye aperture:squint;eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,163,fs-SENSORY,eye aperture:squint;eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,164,fs-SENSORY,eye aperture:squint;eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,165,fs-SENSORY,eye aperture:squint;eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,166,fs-SENSORY,eye aperture:squint;eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,167,fs-SENSORY,eye aperture:squint;eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,168,fs-SENSORY,eye aperture:squint;eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,169,fs-SENSORY,eye aperture:squint;eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,170,fs-SENSORY,eye aperture:squint;eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,171,fs-SENSORY,eye aperture:squint;eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,172,fs-SENSORY,eye aperture:squint;eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,173,fs-SENSORY,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,174,fs-SENSORY,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,175,fs-SENSORY,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,176,fs-SENSORY,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,177,fs-SENSORY,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,178,fs-SENSORY,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,179,fs-SENSORY,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,180,fs-SENSORY,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,181,fs-SENSORY,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,182,fs-SENSORY,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,183,fs-SENSORY,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,184,fs-SENSORY,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,185,fs-SENSORY,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,186,fs-SENSORY,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,187,fs-SENSORY,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,188,fs-SENSORY,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,189,fs-SENSORY,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,190,fs-SENSORY,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,191,fs-SENSORY,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,192,,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,193,,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,194,,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,195,,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,196,,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,197,,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,198,,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,199,,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,200,fs-ORIENTATION,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,201,fs-ORIENTATION,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,202,fs-ORIENTATION,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,203,fs-ORIENTATION,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,204,fs-ORIENTATION,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,205,fs-ORIENTATION,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,206,fs-ORIENTATION,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,207,fs-ORIENTATION,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,208,fs-ORIENTATION,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,209,fs-ORIENTATION,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,210,fs-ORIENTATION,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,211,fs-ORIENTATION,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,212,fs-ORIENTATION,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,213,fs-ORIENTATION,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,214,fs-ORIENTATION,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,215,fs-ORIENTATION,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,216,fs-ORIENTATION,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,217,fs-ORIENTATION,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,218,fs-ORIENTATION,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,219,fs-ORIENTATION,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,220,fs-ORIENTATION,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,221,fs-ORIENTATION,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,222,fs-ORIENTATION,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,223,fs-ORIENTATION,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,224,fs-ORIENTATION,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,225,fs-ORIENTATION,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,226,fs-ORIENTATION,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,227,fs-ORIENTATION,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,228,fs-ORIENTATION,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,229,fs-ORIENTATION,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,230,fs-ORIENTATION,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,231,fs-ORIENTATION,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,232,fs-ORIENTATION,eye brows:lowered;head pos: tilt fr/bk:back;head pos: tilt side:slightly right
1078832,8400279,233,fs-ORIENTATION,eye brows:lowered;head pos: tilt side:slightly right
1078832,8400279,234,fs-ORIENTATION,eye brows:lowered;head pos: tilt side:slightly right
1078832,8400279,235,fs-ORIENTATION,eye brows:lowered;head pos: tilt side:slightly right
1078832,8400279,236,fs-ORIENTATION,eye brows:lowered;head pos: tilt side:slightly right
1078832,8400279,237,fs-ORIENTATION,eye brows:lowered;head pos: tilt side:slightly right
1078832,8400279,238,fs-ORIENTATION,eye aperture:blink;eye brows:lowered;head pos: tilt side:slightly right
1078832,8400279,239,,eye aperture:blink;eye brows:lowered
1078832,8400279,240,,eye aperture:blink;eye brows:lowered
1078832,8400279,241,,eye aperture:blink;eye brows:lowered;eye brows:slightly lowered
1078832,8400279,242,,eye brows:slightly lowered
1078832,8400279,243,,eye brows:slightly lowered;head pos: tilt fr/bk:further back
1078832,8400279,244,,eye brows:slightly lowered;head pos: tilt fr/bk:further back
1078832,8400279,245,SECOND,eye brows:slightly lowered;head pos: tilt fr/bk:further back
1078832,8400279,246,SECOND,eye brows:slightly lowered;head pos: tilt fr/bk:further back
1078832,8400279,247,SECOND,eye brows:slightly lowered;head pos: tilt fr/bk:further back
1078832,8400279,248,,eye brows:slightly lowered;head pos: tilt fr/bk:further back
1078832,8400279,249,,eye brows:slightly lowered
1078832,8400279,250,,eye brows:slightly lowered
1078832,8400279,251,,eye brows:slightly lowered
1078832,8400279,252,,eye brows:slightly lowered
1078832,8400279,253,,eye brows:slightly lowered
1078832,8400279,254,SOME,eye brows:slightly lowered
1078832,8400279,255,SOME,eye brows:slightly lowered
1078832,8400279,256,SOME,eye brows:slightly lowered
1078832,8400279,257,SOME,eye brows:slightly lowered
1078832,8400279,258,SOME,eye brows:slightly lowered
1078832,8400279,259,SOME,eye brows:slightly lowered
1078832,8400279,260,SOME,eye brows:slightly lowered
1078832,8400279,261,SOME,eye aperture:blink;eye brows:slightly lowered
1078832,8400279,262,SOME,eye aperture:blink;eye brows:slightly lowered
1078832,8400279,263,,eye brows:slightly lowered
1078832,8400279,264,,eye aperture:lowered lid;eye brows:slightly lowered
1078832,8400279,265,,eye aperture:lowered lid;eye brows:slightly lowered
1078832,8400279,266,,eye aperture:lowered lid;eye brows:slightly lowered
1078832,8400279,267,,eye aperture:lowered lid;eye brows:slightly lowered
1078832,8400279,268,,eye aperture:lowered lid;eye brows:slightly lowered
1078832,8400279,269,,eye aperture:lowered lid;eye brows:slightly lowered
1078832,18337728,278,,eye brows:raised;topic/focus:topic
1078832,18337728,279,,eye brows:raised;topic/focus:topic
1078832,18337728,280,BEFORE_2,eye brows:raised;topic/focus:topic
1078832,18337728,281,BEFORE_2,eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,282,BEFORE_2,eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,283,BEFORE_2,eye brows:raised;head pos: tilt fr/bk:slightly back;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,284,BEFORE_2,eye brows:raised;head pos: tilt fr/bk:slightly back;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,285,BEFORE_2,eye brows:raised;head pos: tilt fr/bk:slightly back;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,286,BEFORE_2,eye brows:raised;head pos: tilt fr/bk:slightly back;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,287,BEFORE_2,eye brows:raised;head pos: tilt fr/bk:slightly back;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,288,BEFORE_2,eye brows:raised;head pos: tilt fr/bk:slightly back;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,289,BEFORE_2,eye brows:raised;head pos: tilt fr/bk:slightly back;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,290,BEFORE_2,eye brows:raised;head pos: tilt fr/bk:slightly back;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,291,BEFORE_2,eye brows:raised;head pos: tilt fr/bk:slightly back;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,292,,eye brows:raised;head pos: tilt fr/bk:slightly back;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,293,,eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,294,,eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,295,,eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,296,,eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,297,,eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,298,,eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,299,,eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,300,,eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,301,fs-ISSUE,eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,302,fs-ISSUE,eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,303,fs-ISSUE,eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,304,fs-ISSUE,eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,305,fs-ISSUE,eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,306,fs-ISSUE,eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,307,fs-ISSUE,eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,308,fs-ISSUE,eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,309,fs-ISSUE,eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,310,fs-ISSUE,eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,311,fs-ISSUE,eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,312,fs-ISSUE,eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,313,fs-ISSUE,eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,314,fs-ISSUE,eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,315,fs-ISSUE,eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,316,fs-ISSUE,eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,317,fs-ISSUE,eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,318,fs-ISSUE,eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,319,,eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,320,,eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,321,,eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,322,,eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,323,,eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,324,,eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,325,,eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,326,ns-fs-DESDJ,eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,327,ns-fs-DESDJ,eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,328,ns-fs-DESDJ,eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,329,ns-fs-DESDJ,eye aperture:slightly wide;eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,330,ns-fs-DESDJ,eye aperture:slightly wide;eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,331,ns-fs-DESDJ,eye aperture:slightly wide;eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,332,ns-fs-DESDJ,eye aperture:slightly wide;eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,333,ns-fs-DESDJ,eye aperture:slightly wide;eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,334,ns-fs-DESDJ,eye aperture:slightly wide;eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,335,ns-fs-DESDJ,eye aperture:slightly wide;eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,336,ns-fs-DESDJ,eye aperture:slightly wide;eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,337,ns-fs-DESDJ,eye aperture:slightly wide;eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,338,ns-fs-DESDJ,eye aperture:slightly wide;eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,339,ns-fs-DESDJ,eye aperture:slightly wide;eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,340,ns-fs-DESDJ,eye aperture:slightly wide;eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,341,ns-fs-DESDJ,eye aperture:slightly wide;eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,342,ns-fs-DESDJ,eye aperture:slightly wide;eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,343,ns-fs-DESDJ,eye aperture:slightly wide;eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,344,ns-fs-DESDJ,eye aperture:slightly wide;eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,345,ns-fs-DESDJ,eye aperture:slightly wide;eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,346,ns-fs-DESDJ,eye aperture:slightly wide;eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,347,ns-fs-DESDJ,eye aperture:slightly wide;eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,348,ns-fs-DESDJ,eye aperture:slightly wide;eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,349,ns-fs-DESDJ,eye aperture:slightly wide;eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,350,ns-fs-DESDJ,eye aperture:slightly wide;eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,351,ns-fs-DESDJ,eye aperture:slightly wide;eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,352,ns-fs-DESDJ,eye aperture:slightly wide;eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,353,ns-fs-DESDJ,eye aperture:slightly wide;eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,354,ns-fs-DESDJ,eye aperture:slightly wide;eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,355,ns-fs-DESDJ,eye aperture:slightly wide;eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,356,,eye aperture:slightly wide;eye brows:raised;head pos: tilt side:slightly right;topic/focus:topic
1078832,18337728,357,,eye aperture:slightly wide;eye brows:raised;topic/focus:topic
1078832,18337728,358,,eye aperture:slightly wide;eye brows:raised;topic/focus:topic
1078832,18337728,359,,eye aperture:slightly wide;eye brows:raised;topic/focus:topic
1078832,18337728,360,,eye aperture:slightly wide;eye brows:raised;topic/focus:topic
1078832,18337728,361,VOL,eye aperture:slightly wide;eye brows:raised;topic/focus:topic
1078832,18337728,362,VOL,eye aperture:slightly wide;eye brows:raised;head pos: tilt side:right;topic/focus:topic
1078832,18337728,363,VOL,eye aperture:slightly wide;eye brows:raised;head pos: tilt side:right;topic/focus:topic
1078832,18337728,364,VOL,eye aperture:slightly wide;eye brows:raised;head pos: tilt side:right;topic/focus:topic
1078832,18337728,365,VOL,eye aperture:slightly wide;eye brows:raised;head pos: tilt side:right;topic/focus:topic
1078832,18337728,366,VOL,eye aperture:slightly wide;eye brows:raised;head pos: tilt side:right;topic/focus:topic
1078832,18337728,367,VOL,eye aperture:slightly wide;eye brows:raised;head pos: tilt side:right;topic/focus:topic
1078832,18337728,368,VOL,eye aperture:slightly wide;eye brows:raised;head pos: tilt side:right;topic/focus:topic
1078832,18337728,369,VOL,eye aperture:slightly wide;eye brows:raised;head pos: tilt side:right;topic/focus:topic
1078832,18337728,370,,eye aperture:slightly wide;eye brows:raised;head pos: tilt side:right;topic/focus:topic
1078832,18337728,371,,eye aperture:slightly wide;eye brows:raised;head pos: tilt side:right;topic/focus:topic
1078832,18337728,372,,eye aperture:slightly wide;eye brows:raised;head pos: tilt side:right;topic/focus:topic
1078832,18337728,373,ONE,eye aperture:slightly wide;eye brows:raised;head pos: tilt side:right;topic/focus:topic
1078832,18337728,374,ONE,eye aperture:slightly wide;eye brows:raised;head pos: tilt side:right;topic/focus:topic
1078832,18337728,375,ONE,eye aperture:slightly wide;eye brows:raised;head pos: tilt side:right;topic/focus:topic
1078832,18337728,376,ONE,eye aperture:slightly wide;eye brows:raised;head pos: tilt side:right;topic/focus:topic
1078832,18337728,377,ONE,eye aperture:slightly wide;eye brows:raised;head pos: tilt side:right;topic/focus:topic
1078832,18337728,378,ONE,eye aperture:slightly wide;eye brows:raised;head pos: tilt side:right;topic/focus:topic
1078832,18337728,379,ONE,eye aperture:slightly wide;eye brows:raised;head pos: tilt side:right;topic/focus:topic
1078832,18337728,380,,eye aperture:slightly wide;eye brows:raised;head pos: tilt side:right;topic/focus:topic
1078832,18337728,381,,eye aperture:slightly wide;eye brows:raised;head pos: tilt side:right;topic/focus:topic
1078832,18337728,382,,eye aperture:slightly wide;eye brows:raised;head pos: tilt side:right;topic/focus:topic
1078832,18337728,383,,eye aperture:slightly wide;eye brows:raised;head pos: tilt side:right;topic/focus:topic
1078832,18337728,384,,eye aperture:slightly wide;eye brows:raised;head pos: tilt side:right;topic/focus:topic
1078832,18337728,385,,eye aperture:slightly wide;eye brows:raised;head pos: tilt side:right;topic/focus:topic
1078832,18337728,386,,eye aperture:slightly wide;eye brows:raised;head pos: tilt side:right;topic/focus:topic
1078832,18337728,387,,eye aperture:slightly wide;eye brows:raised;head pos: tilt side:right;topic/focus:topic
