frame,hand_index,handedness,landmark_index,x,y,z
2,0,Right,9,0.5519113540649414,1.01619291305542,-0.01091720536351204
2,0,Right,10,0.5813164710998535,1.0077413320541382,-0.013727620244026184
2,0,Right,11,0.5802206993103027,0.9877361059188843,-0.013493635691702366
2,0,Right,12,0.5726845264434814,0.979572594165802,-0.013223481364548206
2,0,Right,13,0.546282172203064,1.0250552892684937,-0.006351429969072342
2,0,Right,14,0.5735722780227661,1.013527512550354,-0.007729577831923962
2,0,Right,15,0.5718738436698914,0.9952517151832581,-0.005874105729162693
2,0,Right,16,0.5649015307426453,0.986533522605896,-0.004996724426746368
2,0,Right,17,0.5412405133247375,1.0296742916107178,-0.0028352367226034403
2,0,Right,18,0.5647509694099426,1.0201419591903687,-0.0038867283146828413
2,0,Right,19,0.5648272633552551,1.0072410106658936,-0.0018226726679131389
2,0,Right,20,0.5595496296882629,1.000648021697998,0.00032144103897735476
3,0,Right,0,0.4895666837692261,0.9696868062019348,-9.828735159089774e-08
3,0,Right,1,0.5129833817481995,0.9466919302940369,-0.010219905525445938
3,0,Right,2,0.5439410209655762,0.9401777386665344,-0.0148087153211236
3,0,Right,3,0.5674466490745544,0.9362373352050781,-0.018289070576429367
3,0,Right,4,0.584259033203125,0.925651490688324,-0.02046746388077736
3,0,Right,5,0.550143837928772,0.9917731285095215,-0.005661460105329752
3,0,Right,6,0.5777209401130676,0.9969365000724792,-0.011014772579073906
3,0,Right,7,0.581008791923523,0.9890674948692322,-0.015388467349112034
3,0,Right,8,0.5786414742469788,0.9848448038101196,-0.017556337639689445
3,0,Right,9,0.5449502468109131,1.0065616369247437,-0.0026293443515896797
3,0,Right,10,0.5709818601608276,1.0113333463668823,-0.005882659927010536
3,0,Right,11,0.5726376175880432,1.0018844604492188,-0.008442137390375137
3,0,Right,12,0.5691261291503906,0.9985525012016296,-0.009860468097031116
3,0,Right,13,0.5385504961013794,1.0166964530944824,-0.000818271713797003
3,0,Right,14,0.5624781847000122,1.02266263961792,-0.003877997398376465
3,0,Right,15,0.5635690689086914,1.013520359992981,-0.003879138734191656
3,0,Right,16,0.5601555109024048,1.010547399520874,-0.0033455882221460342
3,0,Right,17,0.5326907634735107,1.0235472917556763,0.00024905925965867937
3,0,Right,18,0.5525475144386292,1.0295406579971313,-0.0012924985494464636
3,0,Right,19,0.5550082325935364,1.0246294736862183,0.00034270426840521395
3,0,Right,20,0.5529446005821228,1.0231181383132935,0.002297423779964447
5,0,Right,0,0.5202638506889343,0.9564728736877441,-1.8691560299544108e-08
5,0,Right,1,0.534809947013855,0.9461761116981506,-0.015116727910935879
5,0,Right,2,0.5561109185218811,0.945026695728302,-0.02588464319705963
5,0,Right,3,0.5742766261100769,0.9389688968658447,-0.035029809921979904
5,0,Right,4,0.5865892767906189,0.9289822578430176,-0.04416752606630325
5,0,Right,5,0.5568244457244873,0.9923027157783508,-0.01970367692410946
5,0,Right,6,0.5711286067962646,1.0119202136993408,-0.02834235318005085
5,0,Right,7,0.5767995715141296,1.0180457830429077,-0.035618435591459274
5,0,Right,8,0.5796760320663452,1.0243693590164185,-0.0408574678003788
5,0,Right,9,0.5481612682342529,1.0086073875427246,-0.01722002774477005
5,0,Right,10,0.562914252281189,1.0315300226211548,-0.022426186129450798
5,0,Right,11,0.5704459547996521,1.0413235425949097,-0.026241207495331764
5,0,Right,12,0.5738009214401245,1.0484325885772705,-0.02989640086889267
5,0,Right,13,0.5384840965270996,1.0191247463226318,-0.015870191156864166
5,0,Right,14,0.551828145980835,1.0422946214675903,-0.02127833105623722
5,0,Right,15,0.559445321559906,1.0532691478729248,-0.02238740399479866
5,0,Right,16,0.5626915097236633,1.063154935836792,-0.023365164175629616
5,0,Right,17,0.5288513898849487,1.0259935855865479,-0.015782076865434647
5,0,Right,18,0.5388656854629517,1.0460439920425415,-0.019325174391269684
5,0,Right,19,0.5440050959587097,1.05553138256073,-0.018340712413191795
5,0,Right,20,0.5464441776275635,1.0641924142837524,-0.017705311998724937
6,0,Right,0,0.5014021396636963,0.9671499729156494,1.5083378102076495e-08
6,0,Right,1,0.5199482440948486,0.9472441673278809,-0.013543176464736462
6,0,Right,2,0.5463641285896301,0.940697431564331,-0.02276778034865856
6,0,Right,3,0.568818986415863,0.9374844431877136,-0.030352778732776642
6,0,Right,4,0.586432158946991,0.9295948147773743,-0.037429824471473694
6,0,Right,5,0.5567314028739929,0.9887897372245789,-0.013734460808336735
6,0,Right,6,0.5776867866516113,1.0000834465026855,-0.021204812452197075
6,0,Right,7,0.5907660126686096,1.004142165184021,-0.027564456686377525
6,0,Right,8,0.5996378660202026,1.007698655128479,-0.03175938129425049
6,0,Right,9,0.5484535694122314,1.0070719718933105,-0.010589146986603737
6,0,Right,10,0.5680262446403503,1.0180907249450684,-0.01409224420785904
6,0,Right,11,0.5802803039550781,1.0207475423812866,-0.015962237492203712
6,0,Right,12,0.5878434181213379,1.024026870727539,-0.017678530886769295
6,0,Right,13,0.5385549664497375,1.0193369388580322,-0.008791505359113216
6,0,Right,14,0.5567547082901001,1.0308934450149536,-0.012568851001560688
6,0,Right,15,0.5680540204048157,1.0337926149368286,-0.011447946541011333
6,0,Right,16,0.5753708481788635,1.0377956628799438,-0.010501561686396599
6,0,Right,17,0.5289736390113831,1.027496337890625,-0.008228754624724388
6,0,Right,18,0.5444866418838501,1.0385651588439941,-0.010944163426756859
6,0,Right,19,0.5533771514892578,1.042434811592102,-0.009103323332965374
6,0,Right,20,0.5595287680625916,1.0464686155319214,-0.0072853839956223965
7,0,Right,0,0.49393466114997864,0.9720041751861572,5.3036572467135557e-08
7,0,Right,1,0.5136271715164185,0.947418212890625,-0.011849161237478256
7,0,Right,2,0.5434063673019409,0.940565288066864,-0.016933375969529152
7,0,Right,3,0.5675861835479736,0.9380102753639221,-0.02023431286215782
7,0,Right,4,0.5856587290763855,0.9286505579948425,-0.022843075916171074
7,0,Right,5,0.5484864115715027,0.9897261261940002,-0.007239110767841339
7,0,Right,6,0.5710232257843018,0.999248206615448,-0.01191885769367218
7,0,Right,7,0.5858631730079651,1.0050995349884033,-0.017412248998880386
7,0,Right,8,0.5976108312606812,1.0098779201507568,-0.021333912387490273
7,0,Right,9,0.5432590246200562,1.0067673921585083,-0.0034447242505848408
7,0,Right,10,0.5649428963661194,1.0159249305725098,-0.005089043639600277
7,0,Right,11,0.5795117020606995,1.0194189548492432,-0.007625972386449575
7,0,Right,12,0.5899400115013123,1.024096131324768,-0.009969469159841537
7,0,Right,13,0.5368603467941284,1.0186494588851929,-0.0008633244433440268
7,0,Right,14,0.5567118525505066,1.0285416841506958,-0.0032129378523677588
7,0,Right,15,0.5701877474784851,1.0316729545593262,-0.002742012031376362
7,0,Right,16,0.5801453590393066,1.0366140604019165,-0.0022231433540582657
7,0,Right,17,0.5302197933197021,1.026657223701477,0.0006116885342635214
7,0,Right,18,0.5468169450759888,1.038211703300476,-0.0011305264197289944
7,0,Right,19,0.5580596327781677,1.0429140329360962,0.0005735084414482117
7,0,Right,20,0.5670676827430725,1.0476398468017578,0.00225910940207541
8,0,Right,0,0.4934033453464508,0.9704474806785583,1.0684797047133543e-07
8,0,Right,1,0.5132123827934265,0.9480599164962769,-0.014367193914949894
8,0,Right,2,0.543013870716095,0.9422899484634399,-0.021034011617302895
8,0,Right,3,0.5668088793754578,0.9387761950492859,-0.025441505014896393
8,0,Right,4,0.5853805541992188,0.9291596412658691,-0.02928052842617035
8,0,Right,5,0.5478051900863647,0.9934288263320923,-0.010312357917428017
8,0,Right,6,0.568393349647522,1.0050487518310547,-0.015376640483736992
8,0,Right,7,0.5824863910675049,1.0119274854660034,-0.02088339999318123
8,0,Right,8,0.5934381484985352,1.0165445804595947,-0.02483532950282097
8,0,Right,9,0.5411763191223145,1.0090439319610596,-0.005749163683503866
8,0,Right,10,0.5606414675712585,1.022386908531189,-0.007896335795521736
8,0,Right,11,0.5745037198066711,1.0277740955352783,-0.010865474119782448
8,0,Right,12,0.5842326283454895,1.0330824851989746,-0.013553041033446789
8,0,Right,13,0.5333176255226135,1.0199573040008545,-0.0024563048500567675
8,0,Right,14,0.5502774715423584,1.0346240997314453,-0.0043255724012851715
8,0,Right,15,0.5630048513412476,1.04007887840271,-0.003469874383881688
8,0,Right,16,0.5727096199989319,1.0463367700576782,-0.0030650871340185404
8,0,Right,17,0.5250505805015564,1.0265958309173584,-0.000556883227545768
8,0,Right,18,0.5389376282691956,1.0405951738357544,-0.0019744562450796366
8,0,Right,19,0.5486469268798828,1.0473607778549194,-2.5723780709085986e-05
8,0,Right,20,0.5566887259483337,1.0535862445831299,0.0016137477941811085
9,0,Right,0,0.49366116523742676,0.973425030708313,1.0156632868074666e-07
9,0,Right,1,0.5132050514221191,0.9485679864883423,-0.01564343459904194
9,0,Right,2,0.5431588292121887,0.9417705535888672,-0.022876380011439323
9,0,Right,3,0.5672506093978882,0.938235342502594,-0.0273472648113966
9,0,Right,4,0.5860899686813354,0.9292235970497131,-0.031201807782053947
9,0,Right,5,0.5491774082183838,0.9944866299629211,-0.013095060363411903
9,0,Right,6,0.5701776742935181,1.0054799318313599,-0.018905334174633026
9,0,Right,7,0.584896445274353,1.0126807689666748,-0.02509426139295101
9,0,Right,8,0.5967341065406799,1.0182342529296875,-0.029473381116986275
9,0,Right,9,0.5419564247131348,1.0119085311889648,-0.007760556414723396
9,0,Right,10,0.5617530941963196,1.0240163803100586,-0.010207096114754677
9,0,Right,11,0.5768290758132935,1.029487133026123,-0.01310742273926735
9,0,Right,12,0.5874772071838379,1.0347789525985718,-0.015843363478779793
9,0,Right,13,0.5335215926170349,1.0236330032348633,-0.0036884958390146494
9,0,Right,14,0.5507912635803223,1.036946177482605,-0.00610746257007122
9,0,Right,15,0.5646196603775024,1.0424911975860596,-0.005449645686894655
9,0,Right,16,0.5752400755882263,1.0492775440216064,-0.005092065781354904
9,0,Right,17,0.5249524116516113,1.0304661989212036,-0.0010288794292137027
9,0,Right,18,0.5398457050323486,1.0439060926437378,-0.0029331559780985117
9,0,Right,19,0.5506895184516907,1.050534963607788,-0.0011084689758718014
9,0,Right,20,0.5598552227020264,1.0573054552078247,0.0005173649406060576
10,0,Right,0,0.49499017000198364,0.9731091260910034,1.1303516345151365e-07
10,0,Right,1,0.5150423049926758,0.9497977495193481,-0.016056599095463753
10,0,Right,2,0.544248640537262,0.9427518248558044,-0.023656664416193962
10,0,Right,3,0.567729115486145,0.938424825668335,-0.028392398729920387
10,0,Right,4,0.5864940285682678,0.9292747378349304,-0.03251682221889496
10,0,Right,5,0.5503807067871094,0.9981485605239868,-0.013229627162218094
10,0,Right,6,0.5711130499839783,1.0093567371368408,-0.018185772001743317
10,0,Right,7,0.5855836272239685,1.0159127712249756,-0.023861372843384743
10,0,Right,8,0.5969317555427551,1.020825982093811,-0.027960363775491714
10,0,Right,9,0.54244464635849,1.0148733854293823,-0.007418973837047815
10,0,Right,10,0.5617319345474243,1.0277501344680786,-0.00907850917428732
10,0,Right,11,0.5764597058296204,1.033348560333252,-0.011756009422242641
10,0,Right,12,0.5861590504646301,1.0382055044174194,-0.014507001265883446
10,0,Right,13,0.5336779952049255,1.0255916118621826,-0.002832211786881089
10,0,Right,14,0.5500996112823486,1.0397307872772217,-0.004343715496361256
10,0,Right,15,0.5634397268295288,1.0455245971679688,-0.0036563335452228785
10,0,Right,16,0.57323157787323,1.052085041999817,-0.0035034336615353823
10,0,Right,17,0.5250213742256165,1.0317039489746094,0.0003066283243242651
10,0,Right,18,0.5389746427536011,1.0457220077514648,-0.0008966822642832994
10,0,Right,19,0.549167275428772,1.0525734424591064,0.0010360808810219169
10,0,Right,20,0.5575577020645142,1.0591681003570557,0.0025862271431833506
11,0,Right,0,0.4907993972301483,0.9686076641082764,1.0690999374673993e-07
11,0,Right,1,0.512629508972168,0.9483157992362976,-0.014098004437983036
11,0,Right,2,0.543140709400177,0.9433671236038208,-0.021496647968888283
11,0,Right,3,0.5673421621322632,0.9394156336784363,-0.026668833568692207
11,0,Right,4,0.5866055488586426,0.9294098019599915,-0.03140978887677193
11,0,Right,5,0.5489294528961182,0.9956911206245422,-0.011267993599176407
11,0,Right,6,0.5691768527030945,1.0088497400283813,-0.016804147511720657
11,0,Right,7,0.5835870504379272,1.016187310218811,-0.02307301200926304
11,0,Right,8,0.5952145457267761,1.0217652320861816,-0.027752475813031197
11,0,Right,9,0.540715217590332,1.0118094682693481,-0.007191574666649103
11,0,Right,10,0.5601220726966858,1.0261290073394775,-0.009702843613922596
11,0,Right,11,0.5742695927619934,1.0328043699264526,-0.012950445525348186
11,0,Right,12,0.5839031338691711,1.0388144254684448,-0.016055895015597343
11,0,Right,13,0.5308513641357422,1.0222753286361694,-0.004289932548999786
11,0,Right,14,0.5485821962356567,1.0375927686691284,-0.006537758745253086
11,0,Right,15,0.5617433786392212,1.0448551177978516,-0.005552118644118309
11,0,Right,16,0.5712717771530151,1.052546739578247,-0.005131998565047979
11,0,Right,17,0.5207435488700867,1.0281670093536377,-0.0027376378420740366
11,0,Right,18,0.5354005098342896,1.0432268381118774,-0.00434789527207613
11,0,Right,19,0.5453375577926636,1.0513617992401123,-0.0020628683269023895
11,0,Right,20,0.553167998790741,1.0590523481369019,-0.00022611860185861588
12,0,Right,0,0.49390703439712524,0.9724563360214233,9.066904738119774e-08
12,0,Right,1,0.5137155652046204,0.9498026967048645,-0.01514904573559761
12,0,Right,2,0.5430546998977661,0.9428035616874695,-0.02271120809018612
12,0,Right,3,0.5669359564781189,0.9393607378005981,-0.027678903192281723
12,0,Right,4,0.5857332944869995,0.9304781556129456,-0.03189891576766968
12,0,Right,5,0.5498525500297546,0.9974496960639954,-0.012942323461174965
12,0,Right,6,0.5718265175819397,1.0068422555923462,-0.01830197125673294
12,0,Right,7,0.5860476493835449,1.011934757232666,-0.024073228240013123
12,0,Right,8,0.5969305038452148,1.01694655418396,-0.02817869745194912
12,0,Right,9,0.5430912375450134,1.014129638671875,-0.007670593447983265
12,0,Right,10,0.5639194250106812,1.0247198343276978,-0.01007637195289135
12,0,Right,11,0.5781997442245483,1.0287716388702393,-0.012800494208931923
12,0,Right,12,0.5872856974601746,1.0337908267974854,-0.015353983268141747
12,0,Right,13,0.5349551439285278,1.0250414609909058,-0.0035571730695664883
12,0,Right,14,0.5534790754318237,1.0367355346679688,-0.005974930245429277
12,0,Right,15,0.566676139831543,1.0411434173583984,-0.005185567773878574
12,0,Right,16,0.5757390856742859,1.0479241609573364,-0.004700117744505405
12,0,Right,17,0.5268492102622986,1.0312527418136597,-0.0007652502390556037
12,0,Right,18,0.5425489544868469,1.0433367490768433,-0.002598539926111698
12,0,Right,19,0.5530937910079956,1.049028992652893,-0.0007604541024193168
12,0,Right,20,0.5612547397613525,1.0556987524032593,0.0009216881007887423
13,0,Right,0,0.4950767457485199,0.9687913060188293,1.1243989206377591e-07
13,0,Right,1,0.5156109929084778,0.9492263197898865,-0.013209276832640171
13,0,Right,2,0.5444930195808411,0.9440659284591675,-0.020332077518105507
13,0,Right,3,0.5674790143966675,0.940065860748291,-0.025654694065451622
13,0,Right,4,0.586266279220581,0.9300967454910278,-0.03072204254567623
13,0,Right,5,0.5512913465499878,0.9958175420761108,-0.009374430403113365
13,0,Right,6,0.569810152053833,1.0064443349838257,-0.014049937948584557
13,0,Right,7,0.5827259421348572,1.0140491724014282,-0.020022526383399963
13,0,Right,8,0.593208372592926,1.0200023651123047,-0.024638880044221878
13,0,Right,9,0.5430489778518677,1.010862946510315,-0.005773989483714104
13,0,Right,10,0.5603769421577454,1.0224477052688599,-0.007432686164975166
13,0,Right,11,0.5727032423019409,1.0286129713058472,-0.010667409747838974
13,0,Right,12,0.5812249183654785,1.0347826480865479,-0.013935854658484459
13,0,Right,13,0.5330132842063904,1.020429253578186,-0.0033009210601449013
13,0,Right,14,0.5478864908218384,1.0336229801177979,-0.004460541065782309
13,0,Right,15,0.558845579624176,1.0404969453811646,-0.003238328266888857
13,0,Right,16,0.5666855573654175,1.0476337671279907,-0.0029804937075823545
13,0,Right,17,0.5224442481994629,1.0250052213668823,-0.0022434203419834375
13,0,Right,18,0.5342380404472351,1.0390745401382446,-0.0030965758487582207
13,0,Right,19,0.5419837832450867,1.0469701290130615,-0.000636831799056381
13,0,Right,20,0.5477943420410156,1.054029941558838,0.001136085600592196
14,0,Right,0,0.4926035404205322,0.9680116772651672,1.0710677855740869e-07
14,0,Right,1,0.5136139392852783,0.9484487175941467,-0.013657085597515106
14,0,Right,2,0.5433975458145142,0.9433675408363342,-0.020155970007181168
14,0,Right,3,0.5673952698707581,0.9401425123214722,-0.02456718124449253
14,0,Right,4,0.5862774848937988,0.9312115907669067,-0.028363453224301338
14,0,Right,5,0.5472822785377502,0.993537187576294,-0.008741887286305428
14,0,Right,6,0.5671902894973755,1.0062144994735718,-0.013669360429048538
14,0,Right,7,0.580723762512207,1.014244556427002,-0.019434688612818718
14,0,Right,8,0.5916672945022583,1.020571231842041,-0.02367246150970459
14,0,Right,9,0.5403925776481628,1.0081050395965576,-0.004517714958637953
14,0,Right,10,0.5595815181732178,1.0218003988265991,-0.006766590289771557
14,0,Right,11,0.5734391212463379,1.028508186340332,-0.0099989278241992
14,0,Right,12,0.5831179618835449,1.0349820852279663,-0.012922115623950958
14,0,Right,13,0.5326017141342163,1.0175811052322388,-0.001644390169531107
14,0,Right,14,0.5497902035713196,1.0322275161743164,-0.003868367988616228
14,0,Right,15,0.5628952980041504,1.0394364595413208,-0.0035991736222058535
14,0,Right,16,0.5727823972702026,1.047451376914978,-0.003497443860396743
14,0,Right,17,0.5247292518615723,1.0230085849761963,-8.739055192563683e-05
14,0,Right,18,0.5390390157699585,1.0371161699295044,-0.0017264332855120301
14,0,Right,19,0.5491082072257996,1.045216679573059,-0.0002273681020596996
14,0,Right,20,0.5574607253074646,1.053307294845581,0.0011042316909879446
15,0,Right,0,0.49379295110702515,0.9657080173492432,1.2538946236873016e-07
15,0,Right,1,0.5143976807594299,0.948495626449585,-0.013839660212397575
15,0,Right,2,0.543641209602356,0.9438299536705017,-0.02058154158294201
15,0,Right,3,0.5674362778663635,0.9393565654754639,-0.02541515603661537
15,0,Right,4,0.5865588188171387,0.9300056099891663,-0.029665490612387657
15,0,Right,5,0.5470162630081177,0.9940783381462097,-0.006948750000447035
15,0,Right,6,0.5655232071876526,1.0072349309921265,-0.010921881534159184
15,0,Right,7,0.5784527659416199,1.0153579711914062,-0.016118234023451805
15,0,Right,8,0.5886855721473694,1.0208669900894165,-0.02002948336303234
15,0,Right,9,0.5402411222457886,1.0072643756866455,-0.0025898097082972527
15,0,Right,10,0.5583816766738892,1.0216803550720215,-0.003820662619546056
15,0,Right,11,0.571672260761261,1.028193473815918,-0.006876929197460413
15,0,Right,12,0.5809138417243958,1.0341777801513672,-0.009757221676409245
15,0,Right,13,0.5329602956771851,1.015904188156128,0.00030886440072208643
15,0,Right,14,0.5488861799240112,1.0312371253967285,-0.0006340473773889244
15,0,Right,15,0.5613520741462708,1.0381921529769897,-0.0002683918282855302
15,0,Right,16,0.571034848690033,1.0453221797943115,-0.00036979300784878433
15,0,Right,17,0.5255367159843445,1.0205961465835571,0.0017772677820175886
15,0,Right,18,0.539059579372406,1.0346465110778809,0.001111665042117238
15,0,Right,19,0.548600971698761,1.0423521995544434,0.0026983763091266155
15,0,Right,20,0.5564891695976257,1.049660563468933,0.003914339002221823
16,0,Right,0,0.4929552376270294,0.9660428166389465,1.3124407871600852e-07
16,0,Right,1,0.5144985914230347,0.948627233505249,-0.011777493171393871
16,0,Right,2,0.5442076921463013,0.9432060718536377,-0.017319563776254654
16,0,Right,3,0.568122386932373,0.938644289970398,-0.02144760452210903
16,0,Right,4,0.586908757686615,0.9300096035003662,-0.024998972192406654
16,0,Right,5,0.5450053215026855,0.9872082471847534,-0.0038738867733627558
16,0,Right,6,0.563866913318634,1.0013114213943481,-0.007172154728323221
16,0,Right,7,0.5759760737419128,1.0114355087280273,-0.011884780600667
16,0,Right,8,0.5856305956840515,1.0190446376800537,-0.01546985749155283
16,0,Right,9,0.5387262105941772,1.000245451927185,-0.00021194046712480485
16,0,Right,10,0.5565259456634521,1.0154491662979126,-0.0007113220635801554
16,0,Right,11,0.569329023361206,1.02352774143219,-0.0036732933949679136
16,0,Right,12,0.578833818435669,1.031577229499817,-0.0065852198749780655
16,0,Right,13,0.5319669246673584,1.0094484090805054,0.0020311661064624786
16,0,Right,14,0.5475744009017944,1.0250791311264038,0.0019075180171057582
16,0,Right,15,0.5590696930885315,1.0330965518951416,0.00213688425719738
16,0,Right,16,0.5683441162109375,1.0414133071899414,0.001792418654076755
16,0,Right,17,0.5249463319778442,1.015234351158142,0.00298141548410058
16,0,Right,18,0.5373357534408569,1.0295319557189941,0.0032948320731520653
16,0,Right,19,0.5458152294158936,1.0380367040634155,0.004898727405816317
16,0,Right,20,0.552853524684906,1.0462262630462646,0.005891114007681608
17,0,Right,0,0.49350497126579285,0.9646924138069153,1.2407612359766063e-07
17,0,Right,1,0.5152629613876343,0.9482733011245728,-0.011810044758021832
17,0,Right,2,0.5446754097938538,0.943299412727356,-0.016931375488638878
17,0,Right,3,0.5677281022071838,0.9388304948806763,-0.02064518816769123
17,0,Right,4,0.5862808227539062,0.9303401708602905,-0.023827912285923958
17,0,Right,5,0.5450803637504578,0.9894484877586365,-0.0027300487272441387
17,0,Right,6,0.5624001026153564,1.0003622770309448,-0.005090348422527313
17,0,Right,7,0.5728465914726257,1.0084716081619263,-0.009381480515003204
17,0,Right,8,0.5809307098388672,1.0150363445281982,-0.012811009772121906
17,0,Right,9,0.5385783910751343,1.00191330909729,0.001122783520258963
17,0,Right,10,0.554832398891449,1.0149822235107422,0.0015110993990674615
17,0,Right,11,0.565436065196991,1.0215885639190674,-0.0011705078650265932
17,0,Right,12,0.5725128650665283,1.0285615921020508,-0.004071835428476334
17,0,Right,13,0.5315126180648804,1.009886622428894,0.003549488727003336
17,0,Right,14,0.5458100438117981,1.024054765701294,0.004450511187314987
17,0,Right,15,0.5560415387153625,1.0307931900024414,0.005220941733568907
17,0,Right,16,0.5638940930366516,1.0382344722747803,0.004914413206279278
17,0,Right,17,0.5240233540534973,1.0140354633331299,0.004616488236933947
17,0,Right,18,0.5358351469039917,1.0273144245147705,0.005454042926430702
17,0,Right,19,0.5434363484382629,1.035333514213562,0.007443923968821764
17,0,Right,20,0.5493636727333069,1.0430372953414917,0.0085946936160326
17,1,Right,0,0.510258674621582,0.9784464836120605,-4.0010505131249374e-08
17,1,Right,1,0.5243480205535889,0.9554662704467773,-0.021355565637350082
17,1,Right,2,0.5492143630981445,0.9452002644538879,-0.034280698746442795
17,1,Right,3,0.571862518787384,0.9398361444473267,-0.04370870813727379
17,1,Right,4,0.589297890663147,0.9323074221611023,-0.0522814616560936
17,1,Right,5,0.5615782141685486,1.0011130571365356,-0.02621990442276001
17,1,Right,6,0.5902011394500732,1.009227991104126,-0.036743324249982834
17,1,Right,7,0.6033105254173279,1.011351466178894,-0.04403795301914215
17,1,Right,8,0.6096417903900146,1.0157209634780884,-0.04852839931845665
17,1,Right,9,0.557878851890564,1.0203653573989868,-0.01954955793917179
17,1,Right,10,0.5857944488525391,1.0289815664291382,-0.02626599557697773
17,1,Right,11,0.5993214249610901,1.0290961265563965,-0.028629181906580925
17,1,Right,12,0.6055387854576111,1.0314817428588867,-0.03040405362844467
17,1,Right,13,0.5527282357215881,1.0322645902633667,-0.014546162448823452
17,1,Right,14,0.5791940689086914,1.0409326553344727,-0.021314794197678566
17,1,Right,15,0.5920513272285461,1.0404694080352783,-0.021440722048282623
17,1,Right,16,0.5985665917396545,1.0446851253509521,-0.021046942099928856
17,1,Right,17,0.548877477645874,1.038747787475586,-0.011175594292581081
17,1,Right,18,0.5713638067245483,1.0464568138122559,-0.016611410304903984
17,1,Right,19,0.5814962387084961,1.0488991737365723,-0.016636358574032784
17,1,Right,20,0.5867961049079895,1.0543662309646606,-0.01595548540353775
18,0,Right,0,0.4927437901496887,0.9632164239883423,1.2698176021785912e-07
18,0,Right,1,0.5140210390090942,0.9477928280830383,-0.010704773478209972
18,0,Right,2,0.5434885621070862,0.942990779876709,-0.015840506181120872
18,0,Right,3,0.5670656561851501,0.9389182925224304,-0.019863350316882133
18,0,Right,4,0.5856970548629761,0.9303879141807556,-0.023412935435771942
18,0,Right,5,0.543197751045227,0.9835095405578613,-0.0030598423909395933
18,0,Right,6,0.5601208806037903,0.9969697594642639,-0.006534354295581579
18,0,Right,7,0.5700655579566956,1.007341980934143,-0.011265087872743607
18,0,Right,8,0.5781437158584595,1.0157277584075928,-0.014894791878759861
18,0,Right,9,0.536769449710846,0.9953762888908386,-0.0001418751198798418
18,0,Right,10,0.5522201061248779,1.0103912353515625,-0.0009297400829382241
18,0,Right,11,0.5622550249099731,1.0190856456756592,-0.0038958056829869747
18,0,Right,12,0.5699241161346436,1.0281238555908203,-0.0068528978154063225
18,0,Right,13,0.5296611189842224,1.0036633014678955,0.0014262889744713902
18,0,Right,14,0.5434731841087341,1.019144058227539,0.0012711028102785349
18,0,Right,15,0.5529189705848694,1.0276161432266235,0.002114746253937483
18,0,Right,16,0.5604079961776733,1.0362176895141602,0.002086325315758586
18,0,Right,17,0.5221002101898193,1.0088187456130981,0.0017368877306580544
18,0,Right,18,0.5336372256278992,1.0228580236434937,0.002099781297147274
18,0,Right,19,0.5409444570541382,1.0316885709762573,0.004175261128693819
18,0,Right,20,0.5467878580093384,1.0399435758590698,0.005447195842862129
